name,time,value
Ax,1585215480859457100,-0.0158844
Ax,1585215482018061600,-0.0158844
Ax,1585215482953905400,-0.0158844
Ax,1585215483913343900,-0.0158844
Ax,1585215485224165700,-0.0158844
Ax,1585215486248342400,-0.0158844
Ax,1585215487407219900,-0.0158844
Ax,1585215488704989800,-0.0158844
Ax,1585215489637996400,-0.0158844
Ax,1585215490867752200,-0.0158844
Ax,1585215492391773600,-0.0158844
Ax,1585215492752969000,-0.0158844
Ax,1585215494075870700,-0.0158844
Ax,1585215495264611300,-0.0158844
Ax,1585215496210072200,-0.0158844
Ax,1585215497556344500,-0.0158844
Ax,1585215498794565800,-0.0158844
Ax,1585215499753092900,-0.0158844
Ax,1585215500784187500,-0.0158844
Ax,1585215502446222800,-0.0158844
Ax,1585215503803867700,-0.0158844
Ax,1585215503905843500,-0.0158844
Ax,1585215504939283900,-0.0158844
Ax,1585215506164609500,-0.0158844
Ax,1585215507117141100,-0.0158844
Ax,1585215508071875000,-0.0158844
Ax,1585215509118641000,-0.0158844
Ax,1585215510246497000,-0.0158844
Ax,1585215511147696100,-0.0158844
Ax,1585215512155426500,-0.0158844
Ax,1585215513547717200,-0.0158844
Ax,1585215514629771800,-0.0158844
Ax,1585215515916125100,-0.0158844
Ax,1585215517077819300,-0.0158844
Ax,1585215517964447700,-0.0158844
Ax,1585215519061675000,-0.0158844
Ax,1585215520048002500,-0.0158844
Ax,1585215521108952200,-0.0158844
Ax,1585215522286195900,-0.0158844
Ax,1585215523555331500,-0.0158844
Ax,1585215524500432800,-0.0158844
Ax,1585215525684675000,-0.0158844
Ax,1585215526755582400,-0.0158844
Ax,1585215527613002400,-0.0158844
Ax,1585215528582998900,-0.0158844
Ax,1585215530063427800,-0.0158844
Ax,1585215531491461700,-0.0158844
Ax,1585215532488629600,-0.0158844
Ax,1585215534062850900,-0.0158844
Ax,1585215534492209200,-0.0158844
Ax,1585215535722393300,-0.0158844
Ax,1585215536728379900,-0.0158844
Ax,1585215537861494200,-0.0158844
Ax,1585215539074079500,-0.0158844
Ax,1585215540033982400,-0.0158844
Ax,1585215541131977100,-0.0158844
Ax,1585215542069605700,-0.0158844
Ax,1585215543001399500,-0.0158844
Ax,1585215544025436400,-0.0158844
Ax,1585215545362923200,-0.0158844
Ax,1585215546013565300,-0.0158844
Ax,1585215547053122800,-0.0158844
Ax,1585215548005727700,-0.0158844
Ax,1585215549014030600,-0.0158844
Ax,1585215550068263100,-0.0158844
Ax,1585215551024457000,-0.0158844
Ax,1585215552347709000,-0.0158844
Ax,1585215554032305400,-0.0158844
Ax,1585215557496387500,-0.0158844
Ax,1585215557761586600,-0.0158844
Ax,1585215559901084100,-0.0158844
Ax,1585215560023702900,-0.0158844
Ax,1585215560779441300,-0.0158844
Ax,1585215562171049800,-0.0158844
Ax,1585215563463965200,-0.0158844
Ax,1585215564745423500,-0.0158844
Ax,1585215565491505300,-0.0158844
Ax,1585215566563088100,-0.0158844
Ax,1585215567888903400,-0.0158844
Ax,1585215568519502100,-0.0158844
Ax,1585215570032509100,-0.0158844
Ax,1585215571189598100,-0.0158844
Ax,1585215572416686800,-0.0158844
Ax,1585215573399120500,-0.0158844
Ax,1585215574675846700,-0.0158844
Ax,1585215575965289800,-0.0158844
Ax,1585215577238583800,-0.0158844
Ax,1585215578417221800,-0.0158844
Ax,1585215579697134400,-0.0158844
Ax,1585215580866089600,-0.0158844
Ax,1585215582016780200,-0.0158844
Ax,1585215583035791800,-0.0158844
Ax,1585215584267907300,-0.0158844
Ax,1585215585659173800,-0.0158844
Ax,1585215586932748900,-0.0158844
Ax,1585215587966519700,-0.0158844
Ax,1585215588849978800,-0.0158844
Ax,1585215589860027500,-0.0158844
Ax,1585215591039801900,-0.0158844
Ax,1585215592328662100,-0.0158844
Ax,1585215593270442900,-0.0158844
Ax,1585215594773843500,-0.0158844
Ax,1585215595861322600,-0.0158844
Ax,1585215596997793200,-0.0158844
Ax,1585215598236980500,-0.0158844
Ax,1585215599397500400,-0.0158844
Ax,1585215600620348400,-0.0158844
Ax,1585215601756887100,-0.0158844
Ax,1585215602948158800,-0.0158844
Ax,1585215604218091900,-0.0158844
Ax,1585215605512091500,-0.0158844
Ax,1585215606606681600,-0.0158844
Ax,1585215607832792900,-0.0158844
Ax,1585215609138934300,-0.0158844
Ax,1585215610374569200,-0.0158844
Ax,1585215611547782800,-0.0158844
Ax,1585215612675591800,-0.0158844
Ax,1585215613611963700,-0.0158844
Ax,1585215614596324700,-0.0158844
Ax,1585215615725911800,-0.0158844
Ax,1585215616803486600,-0.0158844
Ax,1585215618074521300,-0.0158844
Ax,1585215619274789300,-0.0158844
Ax,1585215620335484900,-0.0158844
Ax,1585215621562303400,-0.0158844
Ax,1585215622959641700,-0.0158844
Ax,1585215623882337400,-0.0158844
Ax,1585215625292149800,-0.0158844
Ax,1585215626563204000,-0.0158844
Ax,1585215627662210600,-0.0158844
Ax,1585215629186319700,-0.0158844
Ax,1585215630017193200,-0.0158844
Ax,1585215631091758700,-0.0158844
Ax,1585215632319506300,-0.0158844
Ax,1585215633551094600,-0.0158844
Ax,1585215634271081600,-0.0158844
Ax,1585215635427042400,-0.0158844
Ax,1585215636661437200,-0.0158844
Ax,1585215637345771900,-0.0158844
Ax,1585215638524342700,-0.0158844
Ax,1585215639479221200,-0.0158844
Ax,1585215640893533200,-0.0158844
Ax,1585215641903340600,-0.0158844
Ax,1585215643172658100,-0.0158844
Ax,1585215644372638100,-0.0158844
Ax,1585215645605894000,-0.0158844
Ax,1585215646656863800,-0.0158844
Ax,1585215647540440900,-0.0158844
Ax,1585215648564520300,-0.0158844
Ax,1585215649840524800,-0.0158844
Ax,1585215650947740400,-0.0158844
Ax,1585215652280036400,-0.0158844
Ax,1585215653421410000,-0.0158844
Ax,1585215654618878000,-0.0158844
Ax,1585215655972715400,-0.0158844
Ax,1585215657048384900,-0.0158844
Ax,1585215658127872800,-0.0158844
Ax,1585215659438602000,-0.0158844
Ax,1585215660731165300,-0.0158844
Ax,1585215661700383400,-0.0158844
Ax,1585215663037432300,-0.0158844
Ax,1585215664322676600,-0.0158844
Ax,1585215665421364200,-0.0158844
Ax,1585215666629425400,-0.0158844
Ax,1585215667859378100,-0.0158844
Ax,1585215668978940400,-0.0158844
Ax,1585215670163249900,-0.0158844
Ax,1585215671379481000,-0.0158844
Ax,1585215672526156100,-0.0158844
Ax,1585215673613080800,-0.0158844
Ax,1585215674516278600,-0.0158844
Ax,1585215675576466400,-0.0158844
Ax,1585215676871158800,-0.0158844
Ax,1585215678115988900,-0.0158844
Ax,1585215679267276800,-0.0158844
Ax,1585215680404654500,-0.0158844
Ax,1585215681628214500,-0.0158844
Ax,1585215682885643300,-0.0158844
Ax,1585215684023417200,-0.0158844
Ax,1585215685063101700,-0.0158844
Ax,1585215686318654100,-0.0158844
Ax,1585215686997633200,-0.0158844
Ax,1585215688201895600,-0.0158844
Ax,1585215689444221100,-0.0158844
Ax,1585215690567252900,-0.0158844
Ax,1585215691923588900,-0.0158844
Ax,1585215693081410200,-0.0158844
Ax,1585215694259637000,-0.0158844
Ax,1585215695515403800,-0.0158844
Ax,1585215698525390300,-0.0158844
Ax,1585215700738470800,-0.0158844
Ax,1585215701543840100,-0.0158844
Ax,1585215702638566600,-0.0158844
Ax,1585215703910165200,-0.0158844
Ax,1585215705008733000,-0.0158844
Ax,1585215706132303100,-0.0158844
Ax,1585215707035548200,-0.0158844
Ax,1585215708015756200,-0.0158844
Ax,1585215709185299600,-0.0158844
Ax,1585215710365301100,-0.0158844
Ax,1585215711635044100,-0.0158844
Ax,1585215712885385000,-0.0158844
Ax,1585215714088554500,-0.0158844
Ax,1585215715044618500,-0.0158844
Ax,1585215716418775700,-0.0158844
Ax,1585215717413367900,-0.0158844
Ax,1585215718423162900,-0.0158844
Ax,1585215720016649400,-0.0158844
Ax,1585215720496773700,-0.0158844
Ax,1585215721891713100,-0.0158844
Ax,1585215723032472100,-0.0158844
Ax,1585215724053253300,-0.0158844
Ax,1585215725371152700,-0.0158844
Ax,1585215726639819700,-0.0158844
Ax,1585215727875119900,-0.0158844
Ax,1585215729148725800,-0.0158844
Ax,1585215730283303400,-0.0158844
Ax,1585215731188251700,-0.0158844
Ax,1585215733065892000,-0.0158844
Ax,1585215733212853600,-0.0158844
Ax,1585215734418226700,-0.0158844
Ax,1585215735600556100,-0.0158844
Ax,1585215736900578000,-0.0158844
Ax,1585215738132303800,-0.0158844
Ax,1585215739186111500,-0.0158844
Ax,1585215740132264000,-0.0158844
Ax,1585215741633279900,-0.0158844
Ax,1585215742294192300,-0.0158844
Ax,1585215743578224200,-0.0158844
Ax,1585215744519576500,-0.0158844
Ax,1585215745835526900,-0.0158844
Ax,1585215747433137600,-0.0158844
Ax,1585215748412977200,-0.0158844
Ax,1585215749302899400,-0.0158844
Ax,1585215750420121500,-0.0158844
Ax,1585215751593304800,-0.0158844
Ax,1585215752589347900,-0.0158844
Ax,1585215753603232700,-0.0158844
Ax,1585215754771324300,-0.0158844
Ax,1585215755979559600,-0.0158844
Ax,1585215757162687600,-0.0158844
Ax,1585215758669963800,-0.0158844
Ax,1585215759682089400,-0.0158844
Ax,1585215760749848400,-0.0158844
Ax,1585215761903981800,-0.0158844
Ax,1585215763125447400,-0.0158844
Ax,1585215764575749900,-0.0158844
Ax,1585215765212961000,-0.0158844
Ax,1585215766254399600,-0.0158844
Ax,1585215767177845800,-0.0158844
Ax,1585215768466249200,-0.0158844
Ax,1585215769901386200,-0.0158844
Ax,1585215771068738500,-0.0158844
Ax,1585215772300774300,-0.0158844
Ax,1585215773302510300,-0.0158844
Ax,1585215774501913900,-0.0158844
Ax,1585215775534933300,-0.0158844
Ax,1585215776563288500,-0.0158844
Ax,1585215777852705600,-0.0158844
Ax,1585215778938758600,-0.0158844
Ax,1585215780459475800,-0.0158844
Ax,1585215781683183100,-0.0158844
Ax,1585215782694957400,-0.0158844
Ax,1585215783999510200,-0.0158844
Ax,1585215785292578700,-0.0158844
Ax,1585215786411945700,-0.0158844
Ax,1585215787317976000,-0.0158844
Ax,1585215788279407400,-0.0158844
Ax,1585215789460246700,-0.0158844
Ax,1585215790974881800,-0.0158844
Ax,1585215792138696900,-0.0158844
Ax,1585215793138367100,-0.0158844
Ax,1585215794154632500,-0.0158844
Ax,1585215795223454300,-0.0158844
Ax,1585215796368273000,-0.0158844
Ax,1585215797418572700,-0.0158844
Ax,1585215798331991700,-0.0158844
Ax,1585215799351811700,-0.0158844
Ax,1585215800430991300,-0.0158844
Ax,1585215801585104100,-0.0158844
Ax,1585215802797415200,-0.0158844
Ax,1585215803736431200,-0.0158844
Ax,1585215804825150600,-0.0158844
Ax,1585215806070954900,-0.0158844
Ax,1585215807060210300,-0.0158844
Ax,1585215808228261900,-0.0158844
Ax,1585215809733089300,-0.0158844
Ax,1585215811013348100,-0.0158844
Ax,1585215812447233800,-0.0158844
Ax,1585215813871375800,-0.0158844
Ax,1585215814779866000,-0.0158844
Ax,1585215816307735000,-0.0158844
Ax,1585215817514918100,-0.0158844
Ax,1585215818735143000,-0.0158844
Ax,1585215819947931500,-0.0158844
Ax,1585215821106931900,-0.0158844
Ax,1585215822050002900,-0.0158844
Ax,1585215823109146500,-0.0158844
Ax,1585215824448425500,-0.0158844
Ax,1585215825387765100,-0.0158844
Ax,1585215826379105700,-0.0158844
Ax,1585215827524450500,-0.0158844
Ax,1585215828693145300,-0.0158844
Ax,1585215829695773800,-0.0158844
Ax,1585215830946495600,-0.0158844
Ax,1585215832154214700,-0.0158844
Ax,1585215833110577300,-0.0158844
Ax,1585215834155328300,-0.0158844
Ax,1585215835076263800,-0.0158844
Ax,1585215836085145200,-0.0158844
Ax,1585215837163177000,-0.0158844
Ax,1585215838298551200,-0.0158844
Ax,1585215839508278100,-0.0158844
Ax,1585215840977009600,-0.0158844
Ax,1585215843727128900,-0.0158844
Ax,1585215846481299400,-0.0158844
Ax,1585215846621609500,-0.0158844
Ax,1585215847728863200,-0.0158844
Ax,1585215848910448400,-0.0158844
Ax,1585215850084638900,-0.0158844
Ax,1585215851291837100,-0.0158844
Ax,1585215852256543900,-0.0158844
Ax,1585215853186984900,-0.0158844
Ax,1585215854408930800,-0.0158844
Ax,1585215855277195900,-0.0158844
Ax,1585215856303574400,-0.0158844
Ax,1585215857373371800,-0.0158844
Ax,1585215858314099400,-0.0158844
Ax,1585215859282887000,-0.0158844
Ax,1585215860282436400,-0.0158844
Ax,1585215861291517100,-0.0158844
Ax,1585215862301484100,-0.0158844
Ax,1585215863675738800,-0.0158844
Ax,1585215864300739300,-0.0158844
Ax,1585215865355364500,-0.0158844
Ax,1585215866423797900,-0.0158844
Ax,1585215867704668500,-0.0158844
Ax,1585215868933779400,-0.0158844
Ax,1585215870174828100,-0.0158844
Ax,1585215871168938100,-0.0158844
Ax,1585215872317819800,-0.0158844
Ax,1585215873262676600,-0.0158844
Ax,1585215874478348800,-0.0158844
Ax,1585215875568315200,-0.0158844
Ax,1585215876671754300,-0.0158844
Ax,1585215877681274400,-0.0158844
Ax,1585215878621556900,-0.0158844
Ax,1585215879970282600,-0.0158844
Ax,1585215880968272600,-0.0158844
Ax,1585215882181250800,-0.0158844
Ax,1585215883069092500,-0.0158844
Ax,1585215884036921400,-0.0158844
Ax,1585215885014163100,-0.0158844
Ax,1585215886547449600,-0.0158844
Ax,1585215887488097500,-0.0158844
Ax,1585215888563133300,-0.0158844
Ax,1585215889676395100,-0.0158844
Ax,1585215890727915400,-0.0158844
Ax,1585215891876877200,-0.0158844
Ax,1585215892848153200,-0.0158844
Ax,1585215894055246700,-0.0158844
Ax,1585215895694282000,-0.0158844
Ax,1585215896784069000,-0.0158844
Ax,1585215897722966200,-0.0158844
Ax,1585215899027094600,-0.0158844
Ax,1585215899748773600,-0.0158844
Ax,1585215900801786700,-0.0158844
Ax,1585215901673029400,-0.0158844
Ax,1585215902702008700,-0.0158844
Ax,1585215903737688200,-0.0158844
Ax,1585215904700936600,-0.0158844
Ax,1585215905718373600,-0.0158844
Ax,1585215906676946100,-0.0158844
Ax,1585215907686239800,-0.0158844
Ax,1585215908700939400,-0.0158844
Ax,1585215909694381800,-0.0158844
Ax,1585215910685046300,-0.0158844
Ax,1585215911684719500,-0.0158844
Ax,1585215912708793000,-0.0158844
Ax,1585215913978758700,-0.0158844
Ax,1585215914978912400,-0.0158844
Ax,1585215916287298800,-0.0158844
Ax,1585215917510693400,-0.0158844
Ax,1585215918637560300,-0.0158844
Ax,1585215919822321400,-0.0158844
Ax,1585215921047069900,-0.0158844
Ax,1585215922660219500,-0.0158844
Ax,1585215923572947100,-0.0158844
Ax,1585215924745512600,-0.0158844
Ax,1585215925891865900,-0.0158844
Ax,1585215927034609900,-0.0158844
Ax,1585215928214996400,-0.0158844
Ax,1585215929851775300,-0.0158844
Ax,1585215930694894400,-0.0158844
Ax,1585215931938367100,-0.0158844
Ax,1585215933091496700,-0.0158844
Ax,1585215934322038900,-0.0158844
Ax,1585215935322318000,-0.0158844
Ax,1585215936706730300,-0.0158844
Ax,1585215937876296300,-0.0158844
Ax,1585215939076494900,-0.0158844
Ax,1585215940306507500,-0.0158844
Ax,1585215941540741200,-0.0158844
Ax,1585215942765988500,-0.0158844
Ax,1585215943659764700,-0.0158844
Ax,1585215944660433300,-0.0158844
Ax,1585215945658729100,-0.0158844
Ax,1585215946712126400,-0.0158844
Ax,1585215947905973600,-0.0158844
Ax,1585215948798938700,-0.0158844
Ax,1585215949967223700,-0.0158844
Ax,1585215951002136100,-0.0158844
Ax,1585215952018299200,-0.0158844
Ax,1585215953313098200,-0.0158844
Ax,1585215954750794900,-0.0158844
Ax,1585215955810778100,-0.0158844
Ax,1585215957136356200,-0.0158844
Ax,1585215958271257800,-0.0158844
Ax,1585215959578312500,-0.0158844
Ax,1585215962416100600,-0.0158844
Ax,1585215962918649500,-0.0158844
Ax,1585215964198170500,-0.0158844
Ax,1585215965114623400,-0.0158844
Ax,1585215966111389800,-0.0158844
Ax,1585215967340781300,-0.0158844
Ax,1585215968560049800,-0.0158844
Ax,1585215969632658200,-0.0158844
Ax,1585215970895928400,-0.0158844
Ax,1585215972099520400,-0.0158844
Ax,1585215973062002700,-0.0158844
Ax,1585215974384930800,-0.0158844
Ax,1585215975269356400,-0.0158844
Ax,1585215976417531700,-0.0158844
Ax,1585215977539073500,-0.0158844
Ax,1585215978691997200,-0.0158844
Ax,1585215979707207000,-0.0158844
Ax,1585215981056744100,-0.0158844
Ax,1585215981968001300,-0.0158844
Ax,1585215982973625700,-0.0158844
Ax,1585215984659782300,-0.0158844
Ax,1585215985341560000,-0.0158844
Ax,1585215986384710100,-0.0158844
Ax,1585215987564180900,-0.0158844
Ax,1585215988745471400,-0.0158844
Ax,1585215989863745000,-0.0158844
Ax,1585215991294786500,-0.0158844
Ax,1585215992573575500,-0.0158844
Ax,1585215993701985300,-0.0158844
Ax,1585215995013111400,-0.0158844
Ax,1585215996100894900,-0.0158844
Ax,1585215997271708200,-0.0158844
Ax,1585215998498419800,-0.0158844
Ax,1585215999721547900,-0.0158844
Ax,1585216000763884000,-0.0158844
Ax,1585216002067060100,-0.0158844
Ax,1585216003160659400,-0.0158844
Ax,1585216004069130400,-0.0158844
Ax,1585216005144742900,-0.0158844
Ax,1585216006329431800,-0.0158844
Ax,1585216007624254800,-0.0158844
Ax,1585216008597734300,-0.0158844
Ax,1585216009818311300,-0.0158844
Ax,1585216011072422600,-0.0158844
Ax,1585216012377380000,-0.0158844
Ax,1585216013490776000,-0.0158844
Ax,1585216014735673200,-0.0158844
Ax,1585216016010978400,-0.0158844
Ax,1585216016995646500,-0.0158844
Ax,1585216018254243600,-0.0158844
Ax,1585216018894742000,-0.0158844
Ax,1585216020050957600,-0.0158844
Ax,1585216021224250400,-0.0158844
Ax,1585216022502667100,-0.0158844
Ax,1585216023664632300,-0.0158844
Ax,1585216024948518700,-0.0158844
Ax,1585216026007799500,-0.0158844
Ax,1585216026877608000,-0.0158844
Ax,1585216028301911700,-0.0158844
Ax,1585216029122846100,-0.0158844
Ax,1585216030358536900,-0.0158844
Ax,1585216031507935800,-0.0158844
Ax,1585216032677707100,-0.0158844
Ax,1585216033901169600,-0.0158844
Ax,1585216034815660000,-0.0158844
Ax,1585216036116747900,-0.0158844
Ax,1585216037103573000,-0.0158844
Ax,1585216038201735600,-0.0158844
Ax,1585216039237817900,-0.0158844
Ax,1585216040477198300,-0.0158844
Ax,1585216041701835600,-0.0158844
Ax,1585216042774321500,-0.0158844
Ax,1585216044220905600,-0.0158844
Ax,1585216045292772300,-0.0158844
Ax,1585216046456010200,-0.0158844
Ax,1585216047406306300,-0.0158844
Ax,1585216048475557200,-0.0158844
Ax,1585216049461386600,-0.0158844
Ax,1585216051026437000,-0.0158844
Ax,1585216051914794300,-0.0158844
Ax,1585216053219395700,-0.0158844
Ax,1585216054254023500,-0.0158844
Ax,1585216055522428800,-0.0158844
Ax,1585216056693018500,-0.0158844
Ax,1585216057617213700,-0.0158844
Ax,1585216059081052700,-0.0158844
Ax,1585216059768151600,-0.0158844
Ax,1585216060972115700,-0.0158844
Ax,1585216062061805400,-0.0158844
Ax,1585216063168554500,-0.0158844
Ax,1585216064061760800,-0.0158844
Ax,1585216065074744900,-0.0158844
Ax,1585216066300179700,-0.0158844
Ax,1585216067268339100,-0.0158844
Ax,1585216068635104500,-0.0158844
Ax,1585216069843618200,-0.0158844
Ax,1585216071061476700,-0.0158844
Ax,1585216072292903800,-0.0158844
Ax,1585216073377021200,-0.0158844
Ax,1585216074226859300,-0.0158844
Ax,1585216075201735300,-0.0158844
Ax,1585216076496850900,-0.0158844
Ax,1585216077791128100,-0.0158844
Ax,1585216078935277400,-0.0158844
Ax,1585216080084902800,-0.0158844
Ax,1585216081265012600,-0.0158844
Ax,1585216082559252300,-0.0158844
Ax,1585216083539722900,-0.0158844
Ax,1585216085003614400,-0.0158844
Ax,1585216086085241200,-0.0158844
Ax,1585216087354763300,-0.0158844
Ax,1585216088384846100,-0.0158844
Ax,1585216089584389200,-0.0158844
Ax,1585216090833887200,-0.0158844
Ax,1585216092061418000,-0.0158844
Ax,1585216093030842000,-0.0158844
Ax,1585216094272075500,-0.0158844
Ax,1585216095020921200,-0.0158844
Ax,1585216096035046900,-0.0158844
Ax,1585216097019340500,-0.0158844
Ax,1585216098038698500,-0.0158844
Ax,1585216099054308800,-0.0158844
Ax,1585216100736127600,-0.0158844
Ax,1585216103412642100,-0.0158844
Ax,1585216106164769700,-0.0158844
Ax,1585216106417231600,-0.0158844
Ax,1585216107311602400,-0.0158844
Ax,1585216108341084800,-0.0158844
Ax,1585216109315088500,-0.0158844
Ax,1585216110564317700,-0.0158844
Ax,1585216111314765600,-0.0158844
Ax,1585216112381131100,-0.0158844
Ax,1585216113469803000,-0.0158844
Ax,1585216114420148400,-0.0158844
Ax,1585216115318372700,-0.0158844
Ax,1585216116323191700,-0.0158844
Ax,1585216117332667200,-0.0158844
Ax,1585216118322402100,-0.0158844
Ax,1585216119341525300,-0.0158844
Ax,1585216120322011600,-0.0158844
Ax,1585216121370155400,-0.0158844
Ax,1585216122340263800,-0.0158844
Ax,1585216123324291000,-0.0158844
Ax,1585216124699326100,-0.0158844
Ax,1585216125327608500,-0.0158844
Ax,1585216126340650900,-0.0158844
Ax,1585216127330296300,-0.0158844
Ax,1585216128343043800,-0.0158844
Ax,1585216129324771300,-0.0158844
Ax,1585216130338632600,-0.0158844
Ax,1585216131335680500,-0.0158844
Ax,1585216132348479700,-0.0158844
Ax,1585216133352826100,-0.0158844
Ax,1585216134372701000,-0.0158844
Ax,1585216135346956200,-0.0158844
Ax,1585216136526741200,-0.0158844
Ax,1585216137346175500,-0.0158844
Ax,1585216138363676400,-0.0158844
Ax,1585216139356452500,-0.0158844
Ax,1585216140356096300,-0.0158844
Ax,1585216141355022400,-0.0158844
Ax,1585216142353841500,-0.0158844
Ax,1585216143338086000,-0.0158844
Ax,1585216144369416200,-0.0158844
Ax,1585216145365672100,-0.0158844
Ax,1585216146358701600,-0.0158844
Ax,1585216147359165500,-0.0158844
Ax,1585216148359519200,-0.0158844
Ax,1585216149363077800,-0.0158844
Ax,1585216150362236100,-0.0158844
Ax,1585216151354842600,-0.0158844
Ax,1585216152349934100,-0.0158844
Ax,1585216153370918700,-0.0158844
Ax,1585216154359915200,-0.0158844
Ax,1585216155380253100,-0.0158844
Ax,1585216156398898900,-0.0158844
Ax,1585216157366751800,-0.0158844
Ax,1585216158369458800,-0.0158844
Ax,1585216159365566800,-0.0158844
Ax,1585216160388757900,-0.0158844
Ax,1585216161410054300,-0.0158844
Ax,1585216162424296300,-0.0158844
Ax,1585216163375350200,-0.0158844
Ax,1585216164452405000,-0.0158844
Ax,1585216165384005900,-0.0158844
Ax,1585216166371788500,-0.0158844
Ax,1585216167400081700,-0.0158844
Ax,1585216168385809900,-0.0158844
Ax,1585216169388636400,-0.0158844
Ax,1585216170390578900,-0.0158844
Ax,1585216171380485000,-0.0158844
Ax,1585216173175179400,-0.0158844
Ax,1585216174196575600,-0.0158844
Ax,1585216174400252200,-0.0158844
Ax,1585216175419498100,-0.0158844
Ax,1585216176423367400,-0.0158844
Ax,1585216177393605500,-0.0158844
Ax,1585216178396503400,-0.0158844
Ax,1585216179415351200,-0.0158844
Ax,1585216180429479000,-0.0158844
Ax,1585216181498409700,-0.0158844
Ax,1585216182472068200,-0.0158844
Ax,1585216183478513300,-0.0158844
Ax,1585216184962726200,-0.0158844
Ax,1585216185991395700,-0.0158844
Ax,1585216187196073200,-0.0158844
Ax,1585216188430281200,-0.0158844
Ax,1585216189447506900,-0.0158844
Ax,1585216190916422400,-0.0158844
Ax,1585216192078878000,-0.0158844
Ax,1585216193290895700,-0.0158844
Ax,1585216194365991000,-0.0158844
Ax,1585216195853610400,-0.0158844
Ax,1585216196594744100,-0.0158844
Ax,1585216197578355800,-0.0158844
Ax,1585216198709023900,-0.0158844
Ax,1585216199881479300,-0.0158844
Ax,1585216201175339600,-0.0158844
Ax,1585216202280658900,-0.0158844
Ax,1585216203428354600,-0.0158844
Ax,1585216204795915600,-0.0158844
Ax,1585216205782323000,-0.0158844
Ax,1585216207052733000,-0.0158844
Ax,1585216208339108100,-0.0158844
Ax,1585216209594620900,-0.0158844
Ax,1585216210457752700,-0.0158844
Ax,1585216211758105300,-0.0158844
Ax,1585216213006208400,-0.0158844
Ax,1585216214285422900,-0.0158844
